description,COMMODITY_LEAF_PREDICTED
"UNIS HEYEBOLT037250HG 3/8"" X 2-1/2"" EYE BOLT W/ NUT HOT DIPPED GALV",899859
"UNIS HEYEBOLT037450HG 3/8"" X 4-1/2"" EYE BOLT W/ NUT HOT DIPPED GALV",899859
"UNIS HEYEBOLT050250HG 1/2"" X 2 1/2"" EYE BOLT W/ NUT HOT DIPPED GALV",899859
"UNIS HFLW043EG 7/16"" FLAT WASHER ELECTRO GALVANIZED FINISH",899859
"UNIS HFEW006EG #6 X 3/4"" FENDER WASHER ELECTRO GALVANIZED FINISH",899859
"UNIS HFEW0316100EG 3/16"" X 1"" FENDER WASHER ELECTRO GALVANIZED FINISH",899859
"UNIS HFEW0316125EG 3/16"" X 1-1/4"" FENDER WASHER ELECTRO GALVANIZED FINISH",899859
"UNIS HFEW050150EG 1/2"" X 1-1/2"" FENDER WASHER ELECTRO GALVANIZED FINISH",899859
"UNIS HLAG037250EG 3/8"" X 2-1/2"" LAG BOLT",899859
"UNIS HLAG037350EG 3/8"" X 3-1/2"" LAG BOLT",899859
"UNIS HLAG031600EG 5/16"" X 6"" LAG BOLT",899859
"UNIS HFSDS010250EG #10 X 2-1/2"" SIMPSON DECK SCREW 18-8 STARDRIVE TY17PT",899859
"UNIS HFSDS010300EG #10 X 3"" SIMPSON DECK SCREW 18-8 STARDRIVE TY17PT",899859
"UNIS HFSDS010350EG #10 X 3-1/2"" SIMPSON DECK SCREW 18-8 STARDRIVE TY17PT",899859
"UNIS HHNN0632075EG #6-32 X 3/4"" NYLON TAP BOLT",899859
"UNIS HHNN0832100EG #8-32 X 1"" NYLON TAP BOLT",899859
"UNIS HHNN1032150EG #10-32 X 1-1/2"" NYLON TAP BOLT",899859
"UNIS HPPS006100EG #6 X 1"" PHIL PAN HEAD SELF-DRILL SCREW",899859
"UNIS HPPS008100EG #8 X 1"" PHIL PAN HEAD SELF-DRILL SCREW",899859
"UNIS HPPS008150EG #8 X 1-1/2"" PHIL PAN HEAD SELF-DRILL SCREW",899859
"UNIS HPPS010050EG #10 X 1/2"" PHIL PAN HEAD SELF-DRILL SCREW",899859
"UNIS HPPS010200EG #10 X 2"" PHIL PAN HEAD SELF-DRILL SCREW",899859
"UNIS HWEDGE037300HG 3/8""-16 X 3"" STUD ANCHOR W/NUT HOT DIPPED GALV",899859
"UNIS HWEDGE050275HG 1/2""-13 X 2-3/4"" STUD ANCHOR W/NUT HOT DIPPED GALV 25/BX",899859
"UNIS HWEDGE050425HG 1/2""-13 X 4-1/4"" STUD ANCHOR W/ NUT HOT DIPPED GALV 25/BX",899859
"UNIS HWEDGE075550HG 3/4""-10 X 5-1/2"" STUD ANCHOR W/ NUT HOT DIPPED GALV 20/BX",899859
"UNIS HDROP050EG 1/2""-13 DROP-IN ANCHOR 50/BX",899859
CUL 40440J 1/2-13 NYL LOCK HEX NUT 100/PK,899850
KID 21007915-N SMOKE ALARM IONIZATION & PHOTOELECTRIC 6/BX  :DE2409 : ALT-21033081,898936
BLINE FIG-200-3/4-PGL BAND HANGER,899878
BOLT BE4642EG 2 HOLE 90 DEGREE FITTING GALVANIZED  ,899877
ORBIT FLB-D-C-BR FLOOR BOX 10/BX,901165
ORBIT 1GAB FLOOR BOX ASSEMBLY 10/BX,901165
"TPZ 144R 1-1/4 D/C 2-SCR SEC CONN SERVICE ENTRANCE CABLE CONNECTOR 10/BX, 100/CS",899864
CWD 3521-4LA TEL JACK/WP /BX 10/CS,900005
CWD 3532-4LA TEL JACK /BX 10/CS,900005
CWD 7501LA LT-ALM 15A SP DCRTR SW ~/BX 50/CS,899988
CWD 7503LA LT-ALM 15A 3-WY DCRTR SW ~/BX 1/CS,899988
CWD 7504LA-BOX 15A 120/277V SW ~/BX 50/CS,899988
TPZ WCR1350 3HL RECTR COVER WEATHERPROOF DEVICE BOX COVER 50/BX,899752
PHIL PGC40-NW-G1-SM-5-8-BZ LED GARAGE & CANOPY 40W TYPE 5 12NC: 912401468321,898885
SAT S9828 4.5G25/SLV/LED/E26/27K 120V 4.5W G25 SLVR CRWN 27K MED LED LAMP 24/CS 09828,898891
FLK FLUKE-376-FC LF CLAMP METER 1/BX,899892
FLK PRV240 LF PROVING UNIT 1/BX,899892
LITH WF6-PAN-R12 LIGHTING PAN (WORKS WITH JUNO WF6 OR LITH WF6),898865
WIRE XHHW-400-BRN-37STR-CU,899958
WIRE XHHW-400-ORN-37STR-CU,899958
WIRE XHHW-400-YEL-37STR-CU,899958
"BOLT BE4332 5"" RIGID PIPE CLAMP  25/CTN",899877
FLK T6-1000 LF VOLTAGE/CURR TESTER 1/BX,899892
FLK T6-600 LF VOLTAGE/CURR TESTER 1/BX,899892
LEV T8300-W 20A 125V TR HG RECEPT 10/BOX 50/CASE,899977
CURR LRXEMBBKIT10 EMERGENCY BATTERY 93043540 FOR OLDSTYLE LRXR EMERG CANS ONLY ***WHEN OUT USE .487076***,899752
SAT S3917 40T8N INT 130V SPEC BULB 120/CS  03917,898891
SYL LED6MR16/DIM/830/NFL25/GL/RP 6/CS  78240,898930
SAT S2412 40A19/CL/120V VINTAGE 40W A19 E26 120V CLEAR INC LMP  48/CS  02412,898894
SAT S2414 40W ST19 E26 160LM HAIRPIN FIL 120V CLEAR INC LMP 48/CS  02414,898885
"BOLT BE4314 1-1/4"" EMT PIPE CLAMP",899877
WIRE XHHW-4-RED-STR-AL-1000,899958
WIRE XHHW-4-BLU-STR-AL-1000,899958
WIRE XHHW-4-WHT-STR-AL-1000MSTR,899958
NOR NT-327S/L TRACK OUTLET SILVER W/ LOL FITTING,898859
PHIL 7PAR20/LED/F25/830/E26/GL/DIM 120V 47111 *DELISTED REPLACED BY 568063*,898888
GE F50BXSPX35RS10PK-28506 50W LAMP 10/CASE 28506 :DE2309 :ALT-NONE,898885
BLINE B444-1/4ZN ROD SUPPORT,899859
STRUT Z FITTINGS FS-5210EG B110ZN 25/CS,899877
HUBW USB15A5 15A 125V RCP BROWN 10/BX,899976
PAND UTPSP7Y 7FT CAT6 PATCHCRD 10/BX 50/CS,901144
PHIL F32T8TL930ALTO30PK 30/CASE ITEM #: 47959,898885
BLINE BFP22-120 1 5/8 X 1 5/8 FIBERGLASS CHANNEL 120IN (10FT),899859
EMERY ALLEN EA-E12-5.0W-002-279F-D 5W LED B10 E12 DIM 27K JA8,898894
SUNLITE 80430 4W/R14/LED/N/E17/D 27K LED R14 LMP,898891
"TCPI LED5E26B1127KF 5W LAMP LED LAMP 12/BX, 48/CS",898890
FTG FNP100 NAIL PROTECTOR PLATE 50/BX,899752
"CAL-AM 2250-012 1-1/4"" PVC POLY PLUG",899873
GE LED9G24Q-V/827 9W LED LAMP 6/CASE 33956 :DE2312 :ALT-93300089,898892
GRVN AMR158 5/8 DEVICE RING SQUARE BOX ADJUSTABLE DEPTH DEVICE 25/BX,899752
BLINE B22KO6-240GLV KO CHNL,899859
BLINE B217-20GALV120 SNAPIN CVR   **STRUT**,899859
BLINE B766-22 STRUT HORXZ STRUT JOINER,899859
BLINE B444-3/8ZN ROD SUPPORT,899859
BOTTLED WATER 16OZ BOTTLE 24/CS 84CS/SKID (SOLD BY CASE) PRLNA05L24 1206,898891
WAGO 221-412 2-PORT SPLICING CONN W/ LEVER 100/BX,899877
NSI STL350-6 350-6AWG TFMR LUG 1/BX,899831
PAND PV18-10R-CY #22-#18 VNL RG TERM 100/BX 500/CS,899833
SAT S9970 2.3ETC/SPIRAL/LED/AMB 120V 2W 120V LED LAMP 24/CS  09970,898891
"NOR NHIOICD-48LE3 4"" IOLITE IC HOUSING 120V DIMMING",898837
ADV XI020C056V054BST2M PROGRAMMABLE TROFFER/LINEAR LED DRIVER,898835
SAT S4882 60W A15 MED 60A15/TF LMP 500/CS  04882 ***DISCONTINUED***,898885
GE LED15ET8/G/4/940 15W 4FT LED 20/CS 34313 4' 15W GLASS TYPE A :DE2310  :ALT-NONE,898885
BLINE BL1410 3/4 COND HANGR,899878
"WTPN FSNS6U-25 RG-6/U COAX ""F"" COMPRESSION CONNECTOR *** SOLD PER PACK - 25/PK ***",899752
"UNIS HHCS037100EG#5 3/8"" X 1"" HEX HEAD SCREW GRADE 5 ZINC PLATED",899859
"UNIS HHCS050075EG#5 1/2"" X 3/4"" HEX HEAD SCREW GRADE 5 ZINC PLATED",899859
CUL 18821J 8X1-1/4 PH PHIL/SLOT SCR 100/PK,899850
"UNIS HHSDS1224150#5EG 12-24 X 1-1/2"" HEX HEAD SELF-DRILLING SCREW #5-POINT GALV",899859
STL-CTY 72171-1/2-3/4EP SQ OLET BOX -/BX 20/CS,899756
PAND WMPVHC45E WR MGMNT PANEL 10/BX 50/CS,901144
SAT S28765 11.5W A19 LED 27K LAMP 24/CS  28765,898891
SAT S28785 15.5W A19 27K 120V LED LAMP 24/CS  28785,898891
"BOLT BE4316 2"" EMT PIPE CLAMP",899877
ULT D24VA100UNVA-A10C LED DRIVER,898835
AAMSCO AAM361319 LED-4WF-T10 HYBRID-DIM  4W FROSTED T10 LED :DE2409 :ALT-S21344,898888
CONDUIT 2 EMT *BLACK*  **YARD**,899867
CONDUIT 3 EMT *BLACK*  **YARD**,899867
BLINE B3033-3/8HDG UNIVERSAL BEAM CLAMP,899877
NC C-H P8D250LT42CH01 PRL3 POW-R-COMMAND PANEL 480/277V 3PH 4W  (NO CONTROL CARD),899752
GE TSDR840CFCUGP 400A 240V LD-CTR,899785
GE F96T8/XLSPX41WMP 59W LAMP 24/CASE 15123,898899
GRIPPLE XP2-TG-30FT WIRE CABLE HANGER,899878
C-H MB1224B100BTS METER BREAKER,900017
SAT S9827 4.5W G25 27K 120V LED LAMP 24/CS  09827 *REPLACED BY S21230*,898891
BLINE B3033-1/2HDG 1/2IN HDG UNIVERSAL BEAM CLAMP,899877
BLINE B825-52GRY END CAP,899859
GREENCRT 25HID/830/277V/E26 97972 **REPLACED BY .443855**,898891
CALAM 2250-015 1-1/2IN POLY PLUG,899873
BUR YA8C2N 8AWG COP 2H LUG,899830
GE LED11ET8/G/3/940 11.5W LAMP 20/CASE 34326 3' 11W GLASS TYPE A,898885
GE LED9ET8/G/2/940 8.5W LAMP 20/CASE 34341 2' 9W GLASS TYPE A ***DISCONTINUED*** SUGGESTED REPLACEMENT .267360,898885
SAT S29890 4W C11 CAND 30K LED LAMP 24/CS  29890 :DE2302 :ALT-SAT S21265 4WB11/LED 930/CL/120V E12 LMP 24/CS,898891
GRVN UGB-500 5IN D/C STL GRDBSH GROUNDING BUSHING 1/BX,899752
STI EZD44S2 FR-RTD PATHWAY KT 4/BX,899752
MXL F4T10DLED927/JA8 4W T10 LED E26 CLR DIM 92CRI 27K LMP,898891
SAT S29922 4W CTC/LED/27K/CL/120V 4W B11 LED CLR E12 27K 350LM 120V DIM LMP 24/CS :DE2302  :ALT-SAT S21264 4WB11/LED/927/CL 120V,898894
BOLT BEEFL100 ELECTRFRM CNCRT PIP INS,899878
BOLT BEEFL75 ELECTRFRM CNCRT PIP INS,899878
C-H GFTCB250 2P 50A CB :DE2311 :BRN250GF,900017
CWD 7503-9W 15A 277V DCRTR SWITCH /BX 10/CS,899988
APP BC150-A 1-1/2 AL C MOGUL UNILET 4/CS,899873
ALLIED AMHMI88CCH HMI COVER KIT 1/BX,899752
FTG FGB-570M 3-IN INS MAL GRD BUSHING MALLEABLE 25/CS,899826
NSI L438P 4AWG CU COM LUG 1/BX,899831
SYL LED23PAR38HODIM830FL40W LAMP 6/CS 74796,898930
STL-CTY 52171-3/4P OLET BX W/GRD WR -/BX 50/CS,899756
HUBW HBL4710 GRD LKG RCPT-NM L5-15R 10/BX,899977
FROSTY MACHINE POWER CORD 9' 8/4 30A/250V 5-30P ANGLE PLUG SKU 37571MTO,900009
WM W30 RACEWAY WIRE CONNECTOR /PK 25/BX,899971
"TRIM-LOK 100B3X1/8-25 EDGE TRIM - FLEXIBLE PVC PLASTIC EDGE PROTECTOR FITS 1/8"" EDGE 25FT LENGTH",899752
SYL LED13T8L48DIM835SUBG8 13W LAMP 25/CS  75509,898885
NOR NIO-4R-D-30X-NN/10 ROUND RECESSED LED ADJUSTABLE DOWN LIGHT TRIM,898838
"NOR NIO-4SNDSQ30XHN/10 4"" SQUARE LED TRIM",898838
LITH DMW2 L24 4000LM PFL MD MVOLT GZ10 50K 80CRI 2FT LED VAPORTIGHT *254J0C,898860
PHIL 12PAR38 LED 827 F40  DIM/ULW/120V 6/1FB ITEM #: 529669 ,898888
JENDCO SAFETY 390-PIP300-EVO-ELY PIP NON-ANSI UNIVERSAL SIZED LIME VEST W/ REFLECTIVE STRIPE,899752
BOLT BEBHT1HD 2-1/2X24 T-GRID BKT 25/BX,899878
SAT S29920 2.5W LED C11 E12 2700K 200LM 120V DIM LAMP 24/CS  29920 ***DISCONTINUED*** *REPLACED BY S21262*,898891
SAT S29563 4.5W LED 4.5W LED G25 E26 27K 450LM 120V LMP 24/CS 29563 DE:2302 ALT:SAT S21226 4.5G25/LED CL/927/120V 4.5W LED G25 27K E26 24/CS,898891
GE LED35ED17/740 LED LAMP 70W HPS/100W MH REPLACEMENT  3/CASE 27602,898887
WIRE THHN-10-BLK-19STR-CU 750PP 1500/CTN,899956
WIRE THHN-10-BLU-19STR-CU 750PP 1500/CTN,899956
WIRE THHN-10-BRN-19STR-CU 750PP 1500/CTN,899956
WIRE THHN-10-GRN-19STR-CU 750PP 1500/CTN,899956
WIRE THHN-10-GRY-19STR-CU 750PP 1500/CTN,899956
WIRE THHN-10-ORG-19STR-CU 750PP 1500/CTN,899956
WIRE THHN-10-RED-19STR-CU 750PP 1500/CTN,899956
WIRE THHN-10-WHT-19STR-CU 750PP 1500/CTN,899956
WIRE THHN-10-YEL-19STR-CU 750PP 1500/CTN,899956
WIRE THHN-12-BLK-19STR-CU-1250PP 2500/CTN,899956
WIRE THHN-12-BLU-19STR-CU-1250PP 2500/CTN,899956
WIRE THHN-12-BRN-19STR-CU-1250PP 2500/CTN,899956
WIRE THHN-12-GRN-19STR-CU-1250PP 2500/CTN,899956
WIRE THHN-12-GRY-19STR-CU-1250PP 2500/CTN,899956
WIRE THHN-12-ORG-19STR-CU-1250PP 2500/CTN,899956
WIRE THHN-12-RED-19STR-CU-1250PP 2500/CTN,899956
WIRE THHN-12-WHT-19SOLID-CU-1250PP 2500/CTN,899956
WIRE THHN-12-WHT-19STR-CU-1250PP 2500/CTN,899956
WIRE THHN-12-YEL-19STR-CU-1250PP 2500/CTN,899956
WIRE THHN-14-RED-19STR-CU-1500PP 3000/CTN,899956
WIRE THHN-14-WHT-19STR-CU-1500PP 3000/CTN,899956
WES 3518400 4.5W T9 FIL LED DIM CLR 27K E26 MED BASE 120V CRD  :DE2403 :ALT-430802-WES 4518400 4.5W T9 FILAMENT LED,899756
IDEAL 30-3413 12IN WIRE W/FRK 1000/BX 1000/CS,899838
PANW FV-0511VKS2 110CFM FAN VENTILATION FAN 1/BX,898957
SAT S9960 5.5W CTC/LED/27K/CL/120V 5.5W B11 LED 27K CAND BASE LMP 24/CS 09960 :DE2302  :ALT-SAT S21273 5.5B11/LED/927/CL 120V,898894
GE LED14ET8/G/4/840 14W LAMP 20/CASE 34291 4' 14W GLASS TYPE A,898885
BLINE BL1420 1IN COND HANGR,899878
BLINE BL1425 1-1/4 EMT HNGR,899878
BLINE BL1430 1-1/4 RDG-1-1/2EMT,899878
PHIL 10PAR30L/LED/830/F25/DIM/ULW/ 120V 6/1FB 52971 929001321604 :DE2407 :ALT-8.5PAR30L/COR/940/F25/D/P/ULW/ T20 6/1FB 587402,898888
T&B 54172NTUBB 1H LUG 250G,899830
C-H BRP120GF 1P 20A CB,900017
PAN EV14-10FB-Q #16-14 FORK TERM 25/BAG,899832
"BOLT BE4313 1"" EMT PIPE CLAMP 100PKG",899877
"BOLT BE4312 3/4"" EMT PIPE CLAMP 100/BX 400/CTN",899877
FLK TL224 SUREGRIP SILICONE TST LDS 6/BX,899892
CONDUIT 3/8-EF-GRAY LIQ-TITE  1 X 1000MSTR,899877
T&B ALL2 3/4 CONDUIT BODY LL  THREADED ALUM,899883
"FTG FGB-550M 2"" MI INS GRD BUSHING 25/BX 125/CS",899826
"FTG FGB-540M 1-1/2"" MI THREAD INS GRD BUSHING  25/BX 250/CS",899867
"FTG FGB-520M 1"" MI THREAD INS GRD BUSHING  50/BX 500/CS",899877
SAT S9703 10A19/OMNI/LED/27K/90CRI 10W A19 LED 2700K MEDIUM BASE 90 CRI 120V JA8,898891
SAT S9618 5W LED CANDLE 2700K E12 CLEAR 120V JA8,898891
C-H BRP30BC200 1-INCH PON LOADCENTER,899776
LITH SL0760L2-VLC 750MA LIN NO LX LED DRIVER (2 DRIVERS PER FIXTURE) *264KRY REPLACED BY .495095,899929
ALLIED AMHMI164CCL 16X14 CVR KIT 1/BX,899752
SAT S29837 9.8W 3500K 120V LED A19 LAMP DIMMABLE 24/CS  29837,898891
SAT S3702 40W T10 CLEAR E26 120V 03702,898891
C-H BRP40L200G 1-INCH PON LOADCENTER,899776
SAT S9030 5.5W A15 27K 120V MED LAMP 24/CS  09030,898891
C-H BRP120DF BR DUAL FUNCTION AF/GF 1P 20A,900017
C-H BRP12L125R 125A LOADCENTER,899775
"ZSI 050NS056SS STAINLESS 3-1/8"" CUSH-A-CLAMP",899877
IDEAL 36-1/4-20 DRILL/TAP BIT /BX 1/CS,900031
CURR LRXEMBBKIT07 EMERGENCY BATTERY 93043031 FOR OLD STYLE LRXR EMERGENCY CANS ONLY ***WHEN OUT USE .487076***,899752
FTG F717SI 2IN INS S/S EMT CONN,899867
FTG F775SI 2-1/2 EMT SS CONN INS,899867
PHIL F32T8TL935ALTO30PK 30/CASE ITEM #: 479600,898885
FTG F718S 1/2IN S/S EMT CPLG,899867
FTG F719S 3/4IN S/S EMT CPLG,899867
FTG F721S 1-1/4IN S/S EMT CPLG,899867
FTG F722S 1-1/2IN S/S EMT CPLG,899867
FTG F778S 2-1/2IN S/S EMT CPLG,899867
"FTG FGB-510M 3/4"" MI THREAD INS GRD BUSHING ",899826
WIRE THHN-12-PUR-19STR-CU-1250PP 2500/CTN,899956
C-H BRP24L125G 125A LOADCENTER,899775
PAND DNF10-250FI-L #10 NYL F DISC 50/BX 500/CS,899875
ITOOL VMC3000 VISUAL MATERIAL CART,899752
GE LED450BT56/750 1000W 277/480V HID 50107  93096547G,898887
WTPN 254246EZBL-1000 4P 23G SLD CAT 6 PLENUM BLU 1000FT,899752
"ITOOL C12K CANNON PULLER 12,000 LB. WIRE PULLER ERGONOMICALLY DESIGNED FOR LOW PULLING WEIGHT DUAL CAPSTAIN SNAP TO POSITION ALINGMENT   ",899752
OZ-G ACV-50T 1/2 90D INS 2-SCR CONN 25/PK 100/CS,899864
OZ-G ACV-75T 3/4 90D INS 2-SCR CONN 10/PK 50/CS,899864
"BOLT BEBRK-LED56-ECO-BW-3-V2 5"" OR 6"" LED DWNLT WH BAFFLE 3K 120V ONLY **DELISTED- NO LONGER AVAIL** ",899878
SAT S29877 4.5B11/LED/927/CL/120 E12 4.5W B10 E12 LED 2700K CLEAR 120V DIM CA LAWFUL,898894
"WAG 221-615 5-PORT CLEAR, W/LEVERS SPLICING CONNECTOR 15/BX",899752
SAT S29871 4G16.5/LED/CL/27K/120V E12 4W LED G16 E12 2700K 350LM 120V DIM :DE2209:ALT-SAT S21204,898894
ZSI 018NS022SS STAINLESS 1-1/8 OD CUSH-A-CLAMP,899877
BOLT BELEDMPALPRO30-K-5K LED FLOOD ***DISCONTINUED*** SUGGESTED REPLACEMENT .465469,899878
BOLT BELEDMPALPRO15-K-5K LED FLOOD ***DISCONTINUED***  ,899878
BOLT BELEDMPALPRO30-Y-5K LED FLOOD :DE2310  :ALT-MPAL-4L-KFS ,899878
BOLT BELEDMPALPRO100-5K-T3 LED AREA LIGHT  *** DOES NOT INCLUDE MOUNT ***  ***DISCONTINUED*** REPLACED BY .465486,899878
BOLT BELEDMPALPRO-SF SLIP FITTER MOUNT (MOUNT ONLY),899877
BOLT BELEDMPALPRO-ARM STEEL ARM MOUNT (MOUNT ONLY) ***DISCONTINUED***,899752
BOLT BELEDMPALPRO-TR TRUNNION MOUNT (MOUNT ONLY),899877
S-TAPE CP 27 BLUE PAINTERS 48MM X 55M 14-DAY 24/CS 202880,898891
S-TAPE CF 120 GRN 36MM X 55M FROG 24/CS 160178,898891
"S-TAPE RT 700 CLR 48MM X 9YD T-REX, 6/CS 104830",899754
S-TAPE PC 745 NEO 48MM X 35YD ORANGE T-REX 6/CS 152506,899906
S-TAPE PC 745 BLK 48MM X 35YD BLACK T-REX 16/CS 152510  :DE2401 : ALT- PC 745 BLACK 48MM X 30YD,899929
S-TAPE EV 057 BLU 3/4IN X 66FT UL 100/CS 200786,899906
S-TAPE EV 057 BRN 3/4IN X 66FT UL 100/CS 200789,899906
S-TAPE EV 057 GRN 3/4IN X 66FT UL 100/CS 200785,899906
S-TAPE EV 057 GRY 3/4IN X 66FT UL 100/CS 104816,899906
S-TAPE EV 057 ORG 3/4IN X 66FT UL 100/CS 200787,899906
S-TAPE EV 057 VLT 3/4IN X 66FT UL 100/CS 187742,899906
S-TAPE EV 057 RED 3/4IN X 66FT UL 100/CS 200784,899906
S-TAPE EV 057 WHI 3/4IN X 66FT UL 100/CS 200783,899906
S-TAPE EV 057 YEL 3/4IN X 66FT UL 100/CS 200788,899906
S-TAPE LR 117 BLK 1IN X 30FT PREM 42/CS 152549,899752
LITH ELM4LB 640LUM 2LAMP SPOT PATTERN BLACK 120/277 NICAD 19-30406-0,898815
PAND CPP24FMWBLY 24PORT PATCH PANEL 10/BX 50/CS,901144
PAND UTPSP5BUY 5FT CAT6 PATCHCRD 10/BX 50/CS,901144
ORBIT BARB DROP-ON-BAR SLIDER BKT 50/BX,899752
WES 4.5T6/FILALED/DIM/CL/CB/27 4.5W T6 LED E12 120V 2700K 80CRI DIM WARM WHITE CLR 51680 :DE2402   :ALT-WES 4.5T6/FILALED/DIM/CL/CB/27 516810,899756
ERC C23 ELECTRICAL BOX BRACKET 100/BX,899877
GE LEDT8/LC/G/4/840 LED LAMP 20/CASE 34235 4' LUMEN CHOICE GLASS TYPE C,898885
ARL TVBS810 STEEL TV BOX W/FLAN BX 1/CS,899752
"S-TAPE BT 100 YEL-CAUTION 3"" 1000FT 16/CS 232531",899752
ARL TVB810C WHT COVER F/THE TV /BX 10/CS,899752
PHIL 14PAR38/LED/840/F40/DIM/ULW 120V 6/1FB 529602 :DE2312  :ALT-NONE,898885
"ZSI 042NS048 2 5/8"" CUSH-A-CLAMP STAINLESS STEEL PIPE CLAMP",899877
P&S RC-1 SQUARE BOX COVER 100/CS,899752
GRVN UGB-600 6IN D/C STL GRDBSH GROUNDING BUSHING 1/BX,899752
LIHL WF4-PAN-R12 LIGHTING PAN,898860
SAT S29815 15W A19 LED FROST E26 2700K 120V DIM 24/CS ,898891
QB1020CAF BREAKER,900017
GE LED14BDT8/G4/835 14W LAMP 20/CASE 39494 4' 14W GLASS DOUBLE ENDED TYPE B,898885
PHOENIX CONTACT INC 1779806 TERMBLK PLUG FRONT MSTB 18POS ROHS,899752
"CABLE 12/3 MC LUMINARY STR 16-2 (1TPJ)(PURP/PINK) 12-3 (BLACK, RED, WHITE, GREEN) 250FT",899951
FTG RS1200J 1/2 IN 2-NAIL STAPLE 225/JAR,899929
FTG 776S 3-IN S/S EMT CONN,899867
GE LED9BDT8/G2/840 8W LED LAMP 20/CASE 39561 2' 9W GLASS DOUBLE ENDED TYPE B,898885
GE LED12BDT8/G3/840 12W LED LAMP 20/CASE 39554 3' 12W GLASS DOUBLE ENDED TYPE B,898885
SAT S2880 60W T10 E26 120V 27K CLEAR DIM INCANDESCENT DELISTED REPLACED BY S11380/TF S21350**,898891
SAT S4649 60W T4 DOUBLE LOOP G9 FROSTED HAL WW 29K DIM 120V ,898885
FLEX FS-5709EG BEAM CLAMP 50/CS,899877
NOR NIO-4EXTC2 LTG EXTENSION COLLAR,898838
OMNI C81201-02 #12/1C(65 STR)TC SIS 90C WHT VW-1,899864
U-MARK 10701PPM BLACK PHASE MARKER PEN,898872
U-MARK 10702PPM BLUE PHASE MARKER PEN,898872
U-MARK 10704PPM RED PHASE MARKER PEN,898872
U-MARK 10705PPM WHITE PHASE MARKER PEN,898872
U-MARK 10706PPM YELLOW PHASE MARKER PEN,898872
U-MARK 10707PPM ORANGE PHASE MARKER PEN 4/BX,899752
U-MARK 10712PPM VIOLET PHASE MARKER PEN,898872
U-MARK 10715PPM BROWN PHASE MARKER PEN 4/BX,899752
U-MARK 10717PPM GRAY PHASE MARKER PEN 4/BX,899752
U-MARK 16000 REPLACMENT PHASE MARKER TIP,898872
WES 43169 4.5W LED B11 E26 2700K WARM WHITE CLEAR ,899756
BOLT BEZZCORDPLUG-WHT-6C3P 6-FOOT POWER CORD WITH 3-PRONG PLUG FOR BELED UNDERCOUNTER LIGHT,899878
PAND WMPSE HOR CBL MANAGER 10/BX 50/CS,901144
PAND NK5EPC7BUY 7FT CAT5E PTCHCRD 100/BX 1000/CS,899816
"WES 5379800 14W A19 LED 3000K E26 (MEDIUM) BASE, 120 VOLT, BOX",899756
RAB EZPANFA2X2/D10 EZPAN EDGELIT PANEL 2X2 FA 25-30-40W 35K-4K-5K 120-277V,898864
RAB EZPANFA2X4/D10 EZPAN EDGELIT PANEL 2X4 FA 30-40-50W 35K-4K-5K 120-277V,898853
SAT S21706 5.5W CTC/LED/27K/CL  120V 2CD 5.5W B11 LED 27K CAND BASE LMP 2/PK  21706 1PK = 2 LAMPS :DE2303  :ALT-SAT S21827 5.5B11/LED/927 CL/120V/E12/2CD,898894
"ESS STUB-EASE-3/4 3/4"" CONDUIT STUB 50/CS",899863
"ESS STUB-EASE-1 1"" CONDUIT STUB 50/CS",899863
"ESS STUB-EASE-112 1-1/2"" CONDUIT STUB 36/CS",899863
CABLE 10/3 MC AL 2500R,899951
PAN EV18-8RB-Q #22-18 RING TERM 25/BAG,899833
C-H CHP14B100X1 100A LOADCENTER,899776
"CHRISNIK H-005506HB 1-1/2"" X 1-1/2"" X 6"" HUBS 6"" 25 IN A BUNDLE",899752
"CHRISNIK H-005512HB 1-1/2"" X 1-1/2"" X 12"" HUBS 12"" 25 IN A BUNDLE",899752
"CHRISNIK 23MAGHUB6 1/4"" X 6"" 30LB BOX",899756
"CHRISNIK 241250 1-1/4"" X 3/16"" PK NAILS 100/BX",899877
"CHRISNIK 45ST6O STAKE TRACKER BRISTLE FLAGS 6"" ORANGE QTY 1 = 25 FLAGS",899752
"CHRISNIK 45ST6Y STAKE TRACKER BRISTLE FLAGS 6"" YELLOW QTY 1 = 25 FLAGS",899752
"CHRISNIK 45ST6B STAKE TRACKER BRISTLE FLAGS 6"" BLUE QTY 1 = 25 FLAGS",899752
CHRISNIK 2220 FLO RED SPRAY PAINT 12/BOX,899756
CHRISNIK 2222 ORANGE SPRAY PAINT 12/BOX,899756
CHRISNIK 2200 CLEAR SPRAY PAINT 12/BOX,899756
"CHRISNIK L-0036LB 1/2"" X 1-1/2"" X 36"" LATH 36"" 50/BUNDLE",899752
"CHRISNIK N015815IB 5/8"" X 15""  #5 REBAR 16/BUNDLE",899752
"SSI WF2X3 GLO PINK 2""X3""  WIRE FLAGS  100/BUNDLE",899877
"SSI WF2X3 BLUE 2""X3""  WIRE FLAGS  100/BUNDLE",899877
"SSI WF2X3 ORANGE 2""X3""  WIRE FLAGS  100/BUNDLE",899877
"SSI WF2X3 GREEN 2""X3""  WIRE FLAGS  100/BUNDLE",899877
U-MARK 10851 W20 BLACK PAINT MARKER ,898872
U-MARK 10571 M3 BLACK INK MARKER,898872
U-MARK 10854 W20 RED PAINT MARKER,898872
U-MARK 10857 W20 ORANGE PAINT 4/PK,898872
