PRODUCT_ID,description,buy_line_id,price_line_id,keywords,product_family_id,product_family_description,COMMODITY_LEAF,class_distribution
116077,L-FSE 313003P 250V SMALL DIM FUSE 5/BX,LFUSE,LFUSE,"WEBREADY
STK LFUSE",,,899809,0.343%
116214,L-FSE 31202.5P 250V SMALL DIM FUSE 5/BX,LFUSE,LFUSE,WEBREADY,,,899809,0.343%
116222,L-FSE 313002P 250V SMALL DIM FUSE 5/BX,LFUSE,LFUSE,WEBREADY,,,899809,0.343%
116225,L-FSE 313004P 250V SMALL DIM FUSE 5/BX,LFUSE,LFUSE,WEBREADY,,,899809,0.343%
116226,L-FSE 313005P 250V SMALL DIM FUSE 5/BX,LFUSE,LFUSE,WEBREADY,,,899809,0.343%
116234,L-FSE 314030P 125V SMALL DIM FUSE 5/BX,LFUSE,LFUSE,WEBREADY,,,899809,0.343%
116254,L-FSE 314015P 250V SMALL DIM FUSE 5/BX,LFUSE,LFUSE,WEBREADY,,,899809,0.343%
155788,L-FSE 313.750P 250V SMALL DIM FUSE 5/BX,LFUSE,LFUSE,WEBREADY,,,899809,0.343%
173816,L-FSE CCMR005.TXP 5A 600V TD FUS 10/BX,LFUSE,LFUSE,"
WEBREADY",,,899809,0.343%
175999,L-FSE CCMR.500TXP 0.5A 600V TD FUS 10/BX,LFUSE,LFUSE,"
WEBREADY",,,899809,0.343%
179982,L-FSE CCMR001.TXP 1A 600V TD FUS 10/BX,LFUSE,LFUSE,"EXTERIOR
WEBREADY",,,899809,0.343%
192521,L-FSE 326008P 250V SMALL DIM FUSE 5/BX,LFUSE,LFUSE,WEBREADY,,,899809,0.343%
192522,L-FSE 326010P 250V SMALL DIM FUSE 5/BX,LFUSE,LFUSE,WEBREADY,,,899809,0.343%
192530,L-FSE CCMR004.TXP 4A 600V TD FUS 10/BX *NOT AVAILABLE UNTIL 4/23,LFUSE,LFUSE,"
WEBREADY",,,899809,0.343%
192531,L-FSE CCMR007.TXP 7A 600V TD FUS 10/BX,LFUSE,LFUSE,"EXTERIOR
WEBREADY",,,899809,0.343%
301494,L-FSE 31302.5P 250V SMALL DIM FUSE 5/BX,LFUSE,LFUSE,WEBREADY,,,899809,0.343%
2692,BLKBRN DYU-M MECH COMP TAP KIT,T&B,T&B,"HMCDYUM HMC INDUST AWAY BREAK FROM
FUSED INDUSTRIES LIGHT. STREET
WEBREADY",,,899810,0.257%
20643,L-FSE LGR010 300V SMALL DIM FUSE 5/BX,LFUSE,LFUSE,"LFLGR10 LGR010 079458 11314 300V
DIM FU L-FSE SMALL

STK LFUSE
WEBREADY",,,899810,0.257%
20704,L-FSE LMF005 TIME DELAY INLINE FUSE 5/BX,LFUSE,LFUSE,"LFLMF5 LMF005 079458 00977 DELAY
INLINE L-FSE TIME",,,899810,0.257%
17377,L-FSE LGR005 300V SMALL DIM FUSE 5/BX,LFUSE,LFUSE,"LFLGR5 LGR005 079458 11309 300V DIM
FU L-FSE SMALL

STK LFUSE
WEBREADY",,,899810,0.257%
17353,L-FSE LGR002 300V SMALL DIM FUSE 5/BX,LFUSE,LFUSE,"LFLGR2 LGR002 079458 11305 300V DIM
FU L-FSE SMALL

STK LFUSE
WEBREADY",,,899810,0.257%
17360,L-FSE LGR003 300V SMALL DIM FUSE 5/BX,LFUSE,LFUSE,"LFLGR3 LGR003 079458 11307 300V DIM
FU L-FSE SMALL

STK LFUSE
WEBREADY",,,899810,0.257%
139279,L-FSE 0TOO006.Z DU-ELEM TD PLUG FUSE 4/BX,LFUSE,LFUSE,,,,899810,0.257%
145787,BLKBRN FYU-M MECH RUN COMP TAP KIT -/BX 10/CS,T&B,T&B,,,,899810,0.257%
285824,BUSSMAN TCF20RN FUSE 12/BX,BUSSMAN,BUSSMAN,,,,899810,0.257%
317426,BUSSMAN RES-50 POWER FUSE 10/BX DE2308:ALT-LPSRK50SP,BUSSMAN,BUSSMAN,"this item replaced by EID#.425713
- BUSSMAN LPS-RK-50SP POWER FUSE",,,899810,0.257%
317530,BUSSMAN KTK-R-15 MIDGET FUSE 10/BX,NONRET,BUSSMAN,"(KLKR015 /OR/ ATMR15)
---POSSIBLE ALTERNATIVES",,,899810,0.257%
325491,BUSSMAN RES-40 POWER FUSE 10/BX,BUSSMAN,BUSSMAN,,,,899810,0.257%
351957,BUSSMAN MDL-2-R FUSE 5/BX,NONRET,BUSSMAN,"MDL-2
WEBREADY
0313002.VXIDP ---LFSE ALTERNATIVE",,,899810,0.257%
353628,BUSSMAN KAJ-60 FUSE CARTRIDGE 60A 600VAC,BUSSMAN,BUSSMAN,"
",,,899810,0.257%
376798,BUSSMAN LP-CC-1/2 MIDGET FUSE 10/BX,BUSSMAN,BUSSMAN,"(ATDR1/2 /OR/ CCMR.500TXP)
---POSSIBLE ALTERNATIVES",,,899810,0.257%
382456,BUSSMAN REN-5 POWER FUSE 10/BX,NONRET,BUSSMAN,,,,899810,0.257%
4346,L-FSE FLNR035ID 250V INDCATOR FUSE 10/BX,LFUSE,LFUSE,"LFFLNR35ID L-FSE FLN- 079458 02380
250V FLN-R35-ID INDCATOR
WEBREADY",,,899810,0.257%
8214,L-FSE FLNR040ID 250V INDCATOR FUSE 10/BX,LFUSE,LFUSE,"LFFLNR40ID L-FSE FLN- 079458 02381
250V FLN-R40-ID INDCATOR
WEBREADY",,,899810,0.257%
22699,L-FSE JTD010 POWER FUSE 10/BX,LFUSE,LFUSE,"LFJTD10 JTD010 079458 20209 FUSE
L-FSE POWER
WEBREADY",,,899810,0.257%
6391,L-FSE FLSR025ID 600V IND FUSE 10/BX,LFUSE,LFUSE,"LFFLSR25ID L-FSE FLS- 079458 02539
600V FLS-R25-ID FUSE IND
WEBREADY",,,899810,0.257%
6480,L-FSE JTD200 POWER FUSE 1/BX,LFUSE,LFUSE,"LFJTD200 JTD200 079458 20229 FUSE
L-FSE POWER
STK LFUSE
WEBREADY",,,899810,0.257%
21739,L-FSE FLNR060ID 250V INDCATOR FUSE 10/BX,LFUSE,LFUSE,"LFFLNR60ID L-FSE FLN- 079458 02384
250V FLN-R60-ID INDCATOR
WEBREADY",,,899810,0.257%
7674,L-FSE LLSRK035 600V RK1 TD FUSE 10/BX,LFUSE,LFUSE,"LFLLSRK35 LLS-RK35 079458 35074
600V FUS L-FSE RK1 TD

STK LFUSE
WEBREADY",,,899810,0.257%
7940,L-FSE LLSRK080 600V RK1 TD FUSE 5/BX,LFUSE,LFUSE,"LFLLSRK80 LLS-RK80 079458 35080
600V FUS L-FSE RK1 TD

STK LFUSE
WEBREADY",,,899810,0.257%
21214,L-FSE KLPC800 600V CLASS L FUSE 1/BX,LFUSE,LFUSE,"LFKLPC800 KLP-C800 079458 30103
600V CLASS FU L-FSE

STK LFUSE
WEBREADY SMCPARTS",,,899810,0.257%
12349,L-FSE KLPC1200 600V CLASS L FUSE 1/BX,LFUSE,LFUSE,"LFKLPC1200 LITTLE FUS 079458 30106
600V CLASS L-FSE

STK LFUSE
WEBREADY SMCPARTS",,,899810,0.257%
21990,L-FSE LLSRK400 600V RK1 TD FUSE 1/BX,LFUSE,LFUSE,"LFLLSRK400 LLS-RK400 079458 35093
600V FU L-FSE RK1 TD
BUSSMAN LPS-RK-400SP POWER FUSE
STK LFUSE
WEBREADY",,,899810,0.257%
27981,L-FSE FLSR006 600V RK5 TD FUSE 10/BX,LFUSE,LFUSE,"LFFLSR6 FLS-R6 079458 17058 600V
FUSE L-FSE RK5 TD
STK LITTELFUSE
WEBREADY",,,899810,0.257%
162681,L-FSE FLSR006ID 600V IND FUSE 10/BX,LFUSE,LFUSE,WEBREADY,,,899810,0.257%
257655,L-FSE FLSR045 600V RK5 TD FUSE 10/BX,LFUSE,LFUSE,WEBREADY,,,899810,0.257%
1055,L-FSE LFRU-2642R FUSE REDUCER PR 1/BX,LFUSE,LFUSE,"LFLRU2642R LRU2642R 079458 01072
FUSE L-FSE PR REDUCER

STK LFUSE
WEBREADY",,,899811,0.111%
20534,L-FSE LRFU-263R FUSE REDUCER 250V 60A TO 30A,LFUSE,LFUSE,"LFLRU263R LRU263R 079458 01070 FUSE
L-FSE REDUCER

STK LFUSE
WEBREADY",,,899811,0.111%
19614,L-FSE LFRU-663R FUSE REDUCER PR 600V 60A TO 30A 1/BX,LFUSE,LFUSE,"LFLRU663R LRU663R 079458 01078 FUSE
L-FSE PR REDUCER

STK LFUSE
WEBREADY
FUSE	SMCPARTS",,,899811,0.111%
15479,L-FSE LFRU-616R FUSE REDUCER PR 600V 100A TO 60A 1/BX,LFUSE,LFUSE,"LFLRU616R LRU616R 079458 01076 FUSE
L-FSE PR REDUCER

STK LFUSE
WEBREADY
FUSE	SMCPARTS",,,899811,0.111%
17190,L-FSE LFRU-216R FUSE REDUCER PR 600V 100A TO 30A : 250V 100A TO 60A 1/BX,LFUSE,LFUSE,"LFLRU216R LRU216R 079458 01067 FUSE
L-FSE PR REDUCER

STK LFUSE
WEBREADY",,,899811,0.111%
28139,IDEAL 34-002 0-100A 250-600V PULLER 1/BX 1/CS,IDEAL,IDEAL,"IDL34002 IDL 783250 34002

WEBREADY OSU
STK IDEAL
WEBREADY",,,899811,0.111%
30497,L-FSE LRUJ42 FUSE REDUCER PR 1/BX,LFUSE,LFUSE,"LFLRUJ42 LRUJ42 079458 01518 FUSE
L-FSE PR REDUCER",,,899811,0.111%
30971,L-FSE LFRU-2621R FUSE REDUCER PR 1/BX,LFUSE,LFUSE,"LFLRU2621R LRU2621R 079458 01069
FUSE L-FSE PR REDUCER

STK LFUSE
WEBREADY",,,899811,0.111%
38702,L-FSE LRU-213R FUSE REDUCER 250V 100A TO 30A 1/BX,LFUSE,LFUSE,"LFLRU213R LRU213R 079458 01066 FUSE
L-FSE LRU-213R REDUCER
STK LFUSE
WEBREADY",,,899811,0.111%
44958,L-FSE LRU-226R FUSE REDUCER PR 1/BX,LFUSE,LFUSE,"


STK LFUSE
WEBREADY",,,899811,0.111%
154054,IDEAL 34-016 100A250/60A600V PULLER 1/BX 1/CS,IDEAL,IDEAL,IDL34016 IDL 783250 34016,,,899811,0.111%
188128,L-FSE LCC6 CLIP CLAMP 1/BX,LFUSE,LFUSE,,,,899811,0.111%
337560,ACME PL112803 PRIMARY FUSE KIT CONTROL TRANSFORMER PRIMARY FUSE KIT,ACME,ACME,,,,899811,0.111%
1588,NSI ISRH-750 750-250MCM INSUL CONN 1/BX,NSI,NSI,"NSIISRH750 ISRH-750 662381 92645
750-250MCM SPLICE
WEBREADY 
SMCPARTS
POLARIS	SMCPARTS",,,899816,0.789%
21666,BUCHANAN 2011S OPEN-END WIRE CONN 50/BX 500/CS,IDEAL,IDEAL,"IDL45007 IDL 781789 45007


STK IDEAL
WEBREADY
WIRE NUTS, WIRE CONNECTOR	SMCPARTS",,,899816,0.789%
14707,BUR YS2CA1 2AWG ALCU BUTT SPLICE,BURNDY,BURNDY,"BURYS2CA1 YS2CA1 781810 75660 2AWG
ALCU BUTT SPLI

STK BURNDY

AS-2
WEBREADY",,,899816,0.789%
2048,BUCHANAN 2007 WIRE CONNECTOR 100/BX 1000/CS,IDEAL,IDEAL,"IDL45010 IDL 781789 45010


STK IDEAL
WEBREADY
WIRE NUTS, WIRE CONNECTOR	SMCPARTS",,,899816,0.789%
2087,BUCHANAN 2014 WIRE CONNECTOR 50/BX 500/CS,IDEAL,IDEAL,"IDL45011 IDL 781789 45011


STK IDEAL
WEBREADY
WIRE NUTS, WIRE CONNECTOR	SMCPARTS",,,899816,0.789%
7715,BUR YS4C 4AWG COP BUTT SPLICE,BURNDY,BURNDY,"BURYS4C BUR 781810 50720


STK BURNDY
WEBREADY
HYPRESS BUTT	SMCPARTS",,,899816,0.789%
11282,BLKBRN C7 COVER ONLY F/COMP SPLICE -/BX 100/CS,NONRET,T&B,"BLBC7 C7 783786 33102 BLKBRN COVER
F/COMP ONLY SP

STK T&B",,,899816,0.789%
4864,BUR YS26A1 2/0 ALCU BUTT SPLICE,BURNDY,BURNDY,"BURYS26A1 YS26A1 781810 75710 2/0
ALCU BUTT SPLIC

STK BURNDY
WEBREADY SMCPARTS",,,899816,0.789%
23203,NSI B12-V-S 12-10 VINYL BUTT 15/BX,NSI,NSI,"NSIB12VS B12-V-S 662381 06762 12-10
BUTT SPL VYL",,,899816,0.789%
6144,BUR YS28A1 4/0AWG BUTT SPLICE,BURNDY,BURNDY,"BURYS28A1 YS28A1 781810 75730
4/0AWG BUTT SPLICE

STK BURNDY
WEBREADY
HYPRESS BUTT	SMCPARTS",,,899816,0.789%
6876,BUR YS29A1 250MCM BUTT SPLICE,BURNDY,BURNDY,"BURYS29A1 YS29A1 781810 75735
250MCM BUTT SPLICE
WEBREADY SMCPARTS
STK BURNDY
HYPRESS BUTT	SMCPARTS",,,899816,0.789%
7637,BUR YS39 750MCM COP BUTT SPLICE,BURNDY,BURNDY,"BURYS39 YS39 781810 52685 750MCM
BUTT COP SPLIC

STK BURNDY
HYPRESS BUTT	SMCPARTS",,,899816,0.789%
7556,BUR YS25 1/0AWG COP BUTT SPLICE,BURNDY,BURNDY,"BURYS25 BUR 781810 50750


STK BURNDY
WEBREADY SMCPARTS",,,899816,0.789%
7569,BUR YS27 3/0AWG COP BUTT SPLICE,BURNDY,BURNDY,"BURYS27 BUR 781810 50770


STK BURNDY
WEBREADY
HYPRESS BUTT	SMCPARTS",,,899816,0.789%
7573,BUR YS28 4/0AWG COP BUTT SPLICE,BURNDY,BURNDY,"BURYS28 BUR 781810 50780


STK BURNDY
WEBREADY
HYPRESS BUTT	SMCPARTS
ILSCO CTL-4/0 4/0 COP CRIMP CONN
.212297=cross",,,899816,0.789%
7585,BUR YS29 250MCM COP BUTT SPLICE,BURNDY,BURNDY,"BURYS29 BUR 781810 50795
WEBREADY",,,899816,0.789%
7597,BUR YS31 350MCM COP BUTT SPLICE,BURNDY,BURNDY,"BURYS31 BUR 781810 50825


STK BURNDY
WEBREADY
HYPRESS BUTT	SMCPARTS",,,899816,0.789%
7606,BUR YS34 500MCM COP BUTT SPLICE,BURNDY,BURNDY,"BURYS34 BUR 781810 50850


STK BURNDY
WEBREADY",,,899816,0.789%
7613,BUR YS36 600MCM COP BUTT SPLICE,BURNDY,BURNDY,"BURYS36 YS36 781810 52625 600MCM
BUTT COP SPLIC

STK BURNDY
WEBREADY",,,899816,0.789%
7633,BUR YS2C 2AWG COP BUTT SPLICE,BURNDY,BURNDY,"BURYS2C BUR 781810 50700


STK BURNDY
WEBREADY SMCPARTS",,,899816,0.789%
7817,BUR YS6C 6AWG COP BUTT SPLICE,BURNDY,BURNDY,"BURYS6C BUR 781810 50740


STK BURNDY
WEBREADY
HYPRESS BUTT	SMCPARTS",,,899816,0.789%
8000,BUR YS8C 8 AWG BUTT SPLICE,BURNDY,BURNDY,"BURYS8C BUR 781810 50741


STK BURNDY
WEBREADY
HYPRESS BUTT	SMCPARTS",,,899816,0.789%
8369,BUR YS31A1 350MCM BUTT SPLICE,BURNDY,BURNDY,"BURYS31A1 YS31A1 781810 75749
350MCM BUTT SPLICE
WEBREADY",,,899816,0.789%
8783,CUL ES200SV 2IN ELEC SPLICE KIT 1/PK,CULLY,CULLY,"URSES200SV URASEAL #1 - 18 SPLICE
UNDERGROUND

STK CULLY
WEBREADY
dig season",,,899816,0.789%
8833,T&B 54507 2AWG BRN 2WAY COP CONN 25/BX 250/CS,T&B,T&B,"TB54507 54507 786210 54507 2AWG
2WAY BRN CO COP T&B",,,899816,0.789%
22808,BUR AMS-250 6-250 2SCR SPLICE,BURNDY,BURNDY,"BURAMS250 BUR 781810 24103
STK BURNDY
BUR AMS-4/0 6-4/0 2SCR SPLICE
WEBREADY",,,899816,0.789%
10189,NSI NMS-2 2CNDCTR N-MET SPLC KIT 1/BX,NSI,NSI,"NSINMS2 NMS-2 662381 00320 CNDCTR
N-MET SPLC ROMEX CONNECTOR

STK NSI
WEBREADY",,,899816,0.789%
10202,NSI NMS-3 3CNDCTR N-MET SPLC KIT 1/BX,NSI,NSI,"NSINMS3 NMS-3 662381 00321 CNDCTR
N-MET SPLC

STK NSI
WEBREADY",,,899816,0.789%
10604,BUR AMS-4/0 6-4/0 2SCR SPLICE,BURNDY,BURNDY,"BURAMS40 BUR 781810 24102


STK BURNDY
WEBREADY SMCPARTS",,,899816,0.789%
11013,3M 82-A1N 2AWG SPLICING KIT 1/BX 10/CS,3M,3M,"3M82A1 3M 054007 25024
STK 3M
WEBREADY",,,899816,0.789%
11354,3M 82-F1 6AWG TO 1/0 SPLICING KIT 1/BX 10/CS,NONRET,3M,"3M82F1 82-F1 054007 08307 1/0 6AWG
SPLICING TO
WEBREADY",,,899816,0.789%
14619,NSI ISR-250 6AWG-250MCM SPLICR/RED 1/BX,NSI,NSI,"NSIISR250 NSI 662381 95102
PAND PISR250-1 SPLICER REDUCER
100/BX 1000/CS",,,899816,0.789%
16486,BUR AMS-2 14-2 2SCR SPLICE,BURNDY,BURNDY,"BURAMS2 BUR 781810 24100
STK BURNDY
ILSCO SPA-2 14-2 ALCU SPLICER
WEBREADY",,,899816,0.789%
16461,BUR AMS-0 14-1/0 2SCR SPLICE,BURNDY,BURNDY,"BURAMS0 BUR 781810 24101


STK BURNDY
WEBREADY",,,899816,0.789%
16714,NSI ISR-500 4AWG-500MCM SPLICR/RED 1/BX,NSI,NSI,"NSIISR500 NSI 662381 95104
PAND PISR500-1 SPLICER REDUCER
100/BX 1000/CS",,,899816,0.789%
24030,3M 567-POUCH SELF-STRIP TAP CONN,3M,3M,"3M567BOXED 3M 054007 14887


STK 3M
WEBREADY",,,899816,0.789%
21376,BUCHANAN 2006S WIRE CONN 100/BX 1000/CS,IDEAL,IDEAL,"IDL45005 IDL 781789 45005


STK IDEAL
WEBREADY

WIRE NUTS, WIRE CONNECTOR	SMCPARTS",,,899816,0.789%
23324,BUR AMS-350 6-350 2SCR SPLICE,BURNDY,BURNDY,"BURAMS350 BUR 781810 24104


STK BURNDY
WEBREADY",,,899816,0.789%
24454,NSI ISR-1/0 1/0-14AWG SPLICER/RED 1/BX,NSI,NSI,"NSIISR10 NSI 662381 95101
SMCPARTS
PAND PISR1/0-1 IN-LINE SPLICER/RED
100/BX 1000/CS",,,899816,0.789%
24651,BUR AMS-500 3/0-500 2SCR SPLICE,BURNDY,BURNDY,"BURAMS500 BUR 781810 24105


STK BURNDY
WEBREADY",,,899816,0.789%
26278,BUR AMS-750 250-750 2SCR SPLICE,BURNDY,BURNDY,"BURAMS750 AMS-750 781810 24106
250-750 2SCR SPLIC

STK BURNDY
WEBREADY",,,899816,0.789%
40102,BUR YS39A1 750MCM BUTT SPLICE,BURNDY,BURNDY,"


STK BURNDY
WEBREADY",,,899816,0.789%
75665,3M 90-B1 1/0 TO 2/0 SPLICING KIT 1/BX 10/CS,NONRET,3M,,,,899816,0.789%
87389,BUR YS1C 1AWG COP BUTT SPLICE,BURNDY,BURNDY,"WEBREADY
HYPRESS BUTT	SMCPARTS",,,899816,0.789%
101048,BUR YS30-L 300MCM BUTT SPLICE,BURNDY,BURNDY,"HYPRESS BUTT	SMCPARTS
WEBREADY",,,899816,0.789%
102184,BUR YS32 400MCM COP BUTT SPLICE,BURNDY,BURNDY,"HYPRESS BUTT	SMCPARTS
WEBREADY",,,899816,0.789%
139537,LEV 5R1UM-F03 1RU ENCL /BOX 1/CASE,LEVITON,LEVITON,"


STK LEVITON
WEBREADY",,,899816,0.789%
146570,IDEAL 89-308 8P DBL ROW TERM STRIP 1/BX 1/CS,IDEAL,IDEAL,IDL89308 IDL 783250 89308,,,899816,0.789%
146571,IDEAL 89-304 4P DBL ROW TERM STRIP 1/BX 1/CS,IDEAL,IDEAL,"IDL89304 IDL 783250 89304
WEBREADY",,,899816,0.789%
147938,IDEAL 85-925 UR-I IDC CONNECTOR 25/BX 25/CS,IDEAL,IDEAL,IDL85925 IDL 783250 85925,,,899816,0.789%
148176,3M MGC(25/BAG) MOISTURE GUARD CONN 25/BX 250/CS,NONRET,3M,"


STK 3M
WEBREADY",,,899816,0.789%
150492,3M 5302 MTR LEAD PIGTAIL SPLICE KIT /BX 1/CS,NONRET,3M,,,,899816,0.789%
218472,"ILSCO IPC-1/0-2 1/0-8 CONN INSULATION PIERCING CONNECTOR ~/BX, 12/CS",NONRET,ILSCO,,,,899816,0.789%
230661,ILSCO ASN-600 AL COM SLEEVE COMPRESSION SLEEVE,ILSCO,ILSCO,,,,899816,0.789%
231691,"ILSCO SPA-2 14-2 ALCU SPLICER DUAL RATED SPLICER/REDUCER ~/BX, 10/CS",NONRET,ILSCO,"BUR AMS-2 14-2 2SCR SPLICE
BURNDY
WEBREADY",,,899816,0.789%
234216,"ILSCO SPA-0 14-1/0 ALCU SPLICER DUAL RATED SPLICER/REDUCER ~/BX, 10/CS",NONRET,ILSCO,"BUR AMS-0
WEBREADY",,,899816,0.789%
266070,IDEAL 33-750 ECO 10 BASE-T TELE KIT 1/BX 1/CS,IDEAL,IDEAL,IDL33750 IDL 783250 33750,,,899816,0.789%
275172,PAND BSV10X-Q #12-#10 VNL BUTT SPLCE 25/PK,PANDUIT,PANDUIT,WEBREADY SMCPARTS,,,899816,0.789%
275176,PAND BSV18X-LY #18 VNL BUTT SPLCE EACH PACKAGE HAS 500 PIECES PRICED PER 100 PIECES,PANDUIT,PANDUIT,WEBREADY,,,899816,0.789%
306337,3M 82-B1N CABLE SPLICE KIT 10/BX /CS,3M,3M,WEBREADY,,,899816,0.789%
311295,3M 82-A3N CABLE SPLICE KIT /BX /CS,NONRET,3M,,,,899816,0.789%
321604,IDEAL 89-312 12P DBL ROW TERM STRIP 1/BX 1/CS,IDEAL,IDEAL,"IDL89312 IDL 783250 89312
WEBREADY",,,899816,0.789%
349019,NSI ISR-1/0C 1/0-14AWG TAP CONN 1/BX,NSI,NSI,,,,899816,0.789%
365271,PAND ESV10BX-Q #12-10 BUTT SPLC 25/BAG,PANDUIT,PANDUIT,"BUTT SPLICE	SMCPARTS
WEBREADY ",,,899816,0.789%
365272,PAN ESV14BX-Q #16-14 BUTT SPLC 25/BAG,PANDUIT,PANDUIT,"BUTT SPLICE	SMCPARTS
WEBREADY ",,,899816,0.789%
365273,PAN ESV18BX-Q #22-18 BUTT SPLC 25/BAG,PANDUIT,PANDUIT,"BUTT SPLICE	SMCPARTS
WEBREADY ",,,899816,0.789%
369702,PAND PCSB2/0-2-12 MULTI-TAP CONN 100/BX 1000/CS,PANDUIT,PANDUIT,"POLARIS	SMCPARTS
BIBD2/0-2
NSI IT-3/0C
NSI  IT-1/0 ",,,899816,0.789%
369706,PAND PCSB250-2S-6Y MULTI-TAP CONN 100/BX 1000/CS,PANDUIT,PANDUIT,"POLARIS	SMCPARTS
NSI IT-250B
NSI IT-250",,,899816,0.789%
369707,PAND PCSB250-3-6Y MULTI-TAP CONN 100/BX 1000/CSP,PANDUIT,PANDUIT,"POLARIS	SMCPARTS
NSI IPLD250-3B
NSI  IPLD250-3 
NSI IT-250B",,,899816,0.789%
369708,PAND PCSB250-4-6Y MULTI-TAP CONN 100/BX 1000/CS,PANDUIT,PANDUIT,"POLARIS	SMCPARTS
NSI IPLD250-4",,,899816,0.789%
369711,PAND PCSB4-3S-12Y MULTI-TAP CONN 100/BX 1000/CS,PANDUIT,PANDUIT,"POLARIS	SMCPARTS
NSI IPL4-3",,,899816,0.789%
369712,PAND PCSB4-4S-6Y MULTI-TAP CONN 100/BX 1000/CS,PANDUIT,PANDUIT,"POLARIS	SMCPARTS
NSI IPL4-4",,,899816,0.789%
369713,PAND PCSB600-2-4Y MULTI-TAP CONN 100/BX 1000/CS,PANDUIT,PANDUIT,"NSI IT-600C
NSI IT-500",,,899816,0.789%
369714,PAND PCSB600-3-3Y MULTI-TAP CONN 100/BX 1000/CS,PANDUIT,PANDUIT,"NSI IPLD600-3
NSI IPLD500-3 ",,,899816,0.789%
369715,PAND PCSB600-4-2Y MULTI-TAP CONN 100/BX 1000/CS,PANDUIT,PANDUIT,"NSI IPLD600-4
NSI IPLD500-4 ",,,899816,0.789%
369716,PAND PCSB600-6-2Y MULTI-TAP CONN 100/BX 1000/CS,PANDUIT,PANDUIT,"NSI IPLD600-6
NSI IPLD500-6 ",,,899816,0.789%
369722,PAND PISR1/0-1 IN-LINE SPLICER/RED 100/BX 1000/CS,PANDUIT,PANDUIT,"NSI ISR1/0 NSI 662381 95101
WEBREADY
ISR10
NSI ISR10
POLARIS	SMCPARTS",,,899816,0.789%
369723,PAND PISR250-1 SPLICER REDUCER 100/BX 1000/CS,PANDUIT,PANDUIT,"NSI ISR250 NSI 662381 95102
WEBREADY
ISR 250
POLARIS	SMCPARTS",,,899816,0.789%
369725,PAND PISR500-1 SPLICER REDUCER 100/BX 1000/CS,PANDUIT,PANDUIT,"NSIISR500 NSI 662381 95104
NSI ISR-500 4AWG-500MCM SPLICR/RED
2/BX",,,899816,0.789%
374736,PAND PCSB350-4-3 MULTI-TAP CONN 100/BX 1000/CS,PANDUIT,PANDUIT,"INSUL MULTI-TAP
NSI IPLD350-4B",,,899816,0.789%
379049,3M 5301 MTR LEAD PIGTAIL SPLICE KIT /BX 1/CS,NONRET,3M,,,,899816,0.789%
420681,PAND PCSB350-2S-4Y MULTI-TAP CONN 100/BX 1000/CS,PANDUIT,PANDUIT,"INSUL MULTI-TAP
WEBREADY
NSI IT-350",,,899816,0.789%
463528,PAN PWBPSBL CBL TRAY PUSH ON SPLICE 100/BX 1000/CS,PANDUIT,PANDUIT,,,,899816,0.789%
7680,BUR YS3C 3AWG COP BUTT SPLICE,BURNDY,BURNDY,"BURYS3C YS3C 781810 50710 3AWG BUTT
COP SPLICE

STK BURNDY
WEBREADY
HYPRESS BUTT	SMCPARTS",,,899816,0.789%
7566,BUR YS26 2/0AWG COP BUTT SPLICE,BURNDY,BURNDY,"BURYS26 BUR 781810 50760
WEBREADY
STK BURNDY
COPPER BUTT SPLICE
2/0 COPPER SPLICE 

HYPRESS BUTT	SMCPARTS",,,899816,0.789%
27583,CUL ES1150 2IN ELEC SPLICE KIT 1/PK,CULLY,CULLY,"URSES1150 URASEAL #8-250MCM HIGH
IN-LINE VOLTAGE

STK CULLY
WEBREADY",,,899816,0.789%
35058,3M DBR-6-KIT DIRECT BURY SPLICE KIT,NONRET,3M,"3MDBR6 DBR-6 054007 69756 BURY
DIRECT KI SPLICE
WEBREADY",,,899816,0.789%
105309,"EPCO UFC2B UF D-BURIAL SPLICE KIT SK830 1/BX, 24/CS",EPCO,EPCO,"SK830


STK EPCO
WEBREADY",,,899816,0.789%
138070,BUR YS36A1 600MCM BUTT SPLICE,BURNDY,BURNDY,"HYPRESS BUTT	SMCPARTS
WEBREADY",,,899816,0.789%
272254,PAND FOSMF MOD24 FIBER OPTIC SPLICE 10/BX 50/CS,PANDUIT,PANDUIT,WEBREADY,,,899816,0.789%
275173,PAND BSV14X-L #14 VNL BUTT SPLCE,PANDUIT,PANDUIT,,,,899816,0.789%
279180,BUR SP14 16-14INS BUTT SPLICE,BURNDY,BURNDY,WEBREADY,,,899816,0.789%
105891,NSI IF16-250-3N-S 16-14 INS FEM DSC 12/BX,NSI,NSI,,,,899820,0.146%
198233,IDEAL 30-353XJ 3-WR DISC 100PK JAR,IDEAL,IDEAL,"IDL70264 IDL 783250 70264
WEBREADY",,,899820,0.146%
198235,IDEAL 30-383X 3-WR DISC 20PK BLSTR,IDEAL,IDEAL,,,,899820,0.146%
275167,PAND DVF14-250-C #14 VNL F DISC PUSH IN. FULL METAL NECK. EACH PACKAGE HAS 500 PIECES PRICED PER 100 PIECES,PANDUIT,PANDUIT,WEBREADY,,,899820,0.146%
304036,PAND DV10-250-L #10 VNL F DISC EACH PACKAGE HAS 500 PIECES PRICED PER 100 PIECES,PANDUIT,PANDUIT,,,,899820,0.146%
